class,subclass,PrXs,pid,marketloss,share,freq,duration
Marine Hull,Main,Excess,MH_main_2406,,0.0375,0,0.996577687
Marine Hull,Main,Excess,MH_main_2440,,0.06420205,0,0.996577687
Marine Hull,Main,Excess,MH_main_2452,,0.049393,0,0.996577687
Marine Hull,Main,Excess,MH_main_2455,,0.041627,0,0.996577687
Marine Hull,Main,Excess,MH_main_2482,,0.125,0,0.996577687
Marine Hull,Main,Primary,MH_main_2476,,0.066667,0,0.996577687
Marine Hull,Main,Excess,MH_main_2648,,0.0422448,0,0.772073922
Marine Hull,Main,Excess,MH_main_2489,,0.074998,0,0.996577687
Marine Hull,Main,Excess,MH_main_2593,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2579,,0.0500004,0,0.996577687
Marine Hull,Main,Excess,MH_main_2580,,0.075000125,0,0.996577687
Marine Hull,Main,Excess,MH_main_2594,,0.0375,0,1.242984257
Marine Hull,Main,Excess,MH_main_2581,,0.125,0,0.161533196
Marine Hull,Main,Excess,MH_main_2601,,0.049999875,0,0.377823409
Marine Hull,Main,Excess,MH_main_2625,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2800,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2531,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2658,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2659,,0.121457,0,0.996577687
Marine Hull,Main,Excess,MH_main_2677,,0.04999995,0,0.996577687
Marine Hull,Main,Excess,MH_main_2678,,0.04999995,0,0.996577687
Marine Hull,Main,Excess,MH_main_2662,,0.1,0,1.319644079
Marine Hull,Main,Primary,MH_main_2745,,0.10714,0,0.996577687
Marine Hull,Main,Excess,MH_main_2761,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2719,,0.14999985,0,0.996577687
Marine Hull,Main,Excess,MH_main_2793,,0.079915,0,0.996577687
Marine Hull,Main,Excess,MH_main_2311,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2731,,0.07166715,0,0.996577687
Marine Hull,Main,Excess,MH_main_2746,,0.087805,0,0.996577687
Marine Hull,Main,Excess,MH_main_2736,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2781,,0.025,0,0.996577687
Marine Hull,Main,Excess,MH_main_2332,,0.050917,0,0.996577687
Marine Hull,Main,Excess,MH_main_2790,,0.056756,0,0.996577687
Marine Hull,Main,Excess,MH_main_2801,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2349,,0.067682833,0,1.63449692
Marine Hull,Main,Excess,MH_main_2316,,0.015753,0,0.996577687
Marine Hull,Main,Excess,MH_main_2317,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2318,,0.025,0,0.996577687
Marine Hull,Main,Excess,MH_main_2320,,0.056907,0,1.081451061
Marine Hull,Main,Excess,MH_main_2353,,0.0600003,0,1.492128679
Marine Hull,Main,Excess,MH_main_2321,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2325,,0.125,0,0.996577687
Marine Hull,Main,Excess,MH_main_2343,,0.013479829,0,2.997946612
Marine Hull,Main,Excess,MH_main_2338,,0.09996,0,0.996577687
Marine Hull,Main,Excess,MH_main_2334,,0.01809,0,1.180013689
Marine Hull,Main,Excess,MH_main_2366,,0.15001,0,0.353182752
Marine Hull,Main,Excess,MH_main_2367,,0.15002,0,0.996577687
Marine Hull,Main,Excess,MH_main_2375,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2377,,0.090244,0,0.996577687
Marine Hull,Main,Excess,MH_main_2403,,0.046667,0,0.996577687
Marine Hull,Main,Excess,MH_main_2400,,0.038824,0,0.996577687
Marine Hull,Main,Excess,MH_main_2433,,0.063025,0,0.752908966
Marine Hull,Main,Excess,MH_main_2378,,0.10000002,0,0.996577687
Marine Hull,Main,Excess,MH_main_2434,,0.046243,0,0.996577687
Marine Hull,Main,Excess,MH_main_2437,,0.025,0,0.996577687
Marine Hull,Main,Excess,MH_main_2495,,0.028149457,0,0.996577687
Marine Hull,Main,Excess,MH_main_2465,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2451,,0.096875,0,0.246406571
Marine Hull,Main,Excess,MH_main_2502,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2500,,0.042373,0,0.996577687
Marine Hull,Main,Excess,MH_main_2513,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_2582,,0.08571,0,0.996577687
Marine Hull,Main,Excess,MH_main_2501,,0.1,0,0.996577687
Marine Hull,Main,Primary,MH_main_2514,,0.027596,0,1.497604381
Marine Hull,Main,Excess,MH_main_2583,,0.05,0,0.996577687
Marine Hull,Main,Primary,MH_main_2515,,0.375,0,0.996577687
Marine Hull,Main,Excess,MH_main_2527,,0.05,0,1.497604381
Marine Hull,Main,Excess,MH_main_2521,,0.065217,0,0.996577687
Marine Hull,Main,Excess,MH_main_2597,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_2523,,0.15,0,0.249144422
Marine Hull,Main,Excess,MH_main_2585,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2629,,0.1875,0,0.996577687
Marine Hull,Main,Excess,MH_main_2591,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2586,,0.02308,0,0.996577687
Marine Hull,Main,Excess,MH_main_2546,,0.02500005,0,0.996577687
Marine Hull,Main,Excess,MH_main_2616,,0.07497,0,0.996577687
Marine Hull,Main,Excess,MH_main_2590,,0.01,0,0.996577687
Marine Hull,Main,Excess,MH_main_2646,,0.086487,0,0.996577687
Marine Hull,Main,Excess,MH_main_2604,,0.09999,0,0.996577687
Marine Hull,Main,Excess,MH_main_2611,,0.0679248,0,0.996577687
Marine Hull,Main,Primary,MH_main_2617,,0.1125,0,0.996577687
Marine Hull,Main,Excess,MH_main_2615,,0.0300001,0,2.357289528
Marine Hull,Main,Primary,MH_main_2633,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_2660,,0.036,0,1.49486653
Marine Hull,Main,Primary,MH_main_2663,,0.15,0,0.996577687
Marine Hull,Main,Excess,MH_main_2707,,0.12502,0,0.996577687
Marine Hull,Main,Primary,MH_main_2661,,0.06618,0,0.996577687
Marine Hull,Main,Excess,MH_main_2669,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_2772,,0.025,0,0.205338809
Marine Hull,Main,Excess,MH_main_2716,,0.025,0,0.996577687
Marine Hull,Main,Excess,MH_main_2675,,0.097561,0,0.996577687
Marine Hull,Main,Excess,MH_main_2724,,0.1,0,0.413415469
Marine Hull,Main,Primary,MH_main_2704,,0.06,0,0.996577687
Marine Hull,Main,Excess,MH_main_2754,,0.081819,0,0.996577687
Marine Hull,Main,Primary,MH_main_2715,,0.150492,0,0.528405202
Marine Hull,Main,Excess,MH_main_2712,,0.0325,0,0.996577687
Marine Hull,Main,Excess,MH_main_2722,,0.09045545,0,0.410677618
Marine Hull,Main,Excess,MH_main_2725,,0.10000002,0,0.996577687
Marine Hull,Main,Excess,MH_main_2740,,0.034616,0,0.996577687
Marine Hull,Main,Primary,MH_main_2756,,0.111112,0,0.648870637
Marine Hull,Main,Excess,MH_main_2771,,0.063157896,0,0.996577687
Marine Hull,Main,Excess,MH_main_2765,,0.022895,0,0.996577687
Marine Hull,Main,Excess,MH_main_2774,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_2705,,0.012838,0,0.996577687
Marine Hull,Main,Excess,MH_main_2798,,0.074999925,0,0.996577687
Marine Hull,Main,Excess,MH_main_2806,,0.116279069,0,0.996577687
Marine Hull,Main,Excess,MH_main_2810,,0.04875,0,1.497604381
Marine Hull,Main,Excess,MH_main_2803,,0.0999999,0,0.996577687
Marine Hull,Main,Excess,MH_main_2808,,0.091304325,0,0.996577687
Marine Hull,Main,Excess,MH_main_2807,,0.1,0,1.032169747
Marine Hull,Main,Excess,MH_main_3301,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3122,,0.118343,0,0.999315537
Marine Hull,Main,Excess,MH_main_3056,,0.1,0,1.503080082
Marine Hull,Main,Excess,MH_main_3320,,0.066666667,0,0.999315537
Marine Hull,Main,Excess,MH_main_3362,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3025,,0.079285635,0,1.500342231
Marine Hull,Main,Excess,MH_main_3295,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3311,,0.137578,0,0.999315537
Marine Hull,Main,Excess,MH_main_3391,,0.08125,0,0.999315537
Marine Hull,Main,Excess,MH_main_3326,,0.076231,0,0.999315537
Marine Hull,Main,Excess,MH_main_3390,,0.057499925,0,0.999315537
Marine Hull,Main,Excess,MH_main_2820,,0.01484931,0,0.996577687
Marine Hull,Main,Excess,MH_main_3378,,0.035714,0,0.999315537
Marine Hull,Main,Excess,MH_main_2978,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_2823,,0.1267,0,0.996577687
Marine Hull,Main,Excess,MH_main_2824,,0.015404,0,1.497604381
Marine Hull,Main,Excess,MH_main_2825,,0.015404,0,1.497604381
Marine Hull,Main,Excess,MH_main_2826,,0.015404,0,1.497604381
Marine Hull,Main,Excess,MH_main_2827,,0.015404,0,1.497604381
Marine Hull,Main,Excess,MH_main_2979,,0.087,0,0.999315537
Marine Hull,Main,Excess,MH_main_2971,,0.25,0,0.999315537
Marine Hull,Main,Excess,MH_main_2829,,0.107758621,0,0.996577687
Marine Hull,Main,Primary,MH_main_2830,,0.059524,0,0.996577687
Marine Hull,Main,Excess,MH_main_3113,,0.081699,0,0.999315537
Marine Hull,Main,Primary,MH_main_2831,,0.069808,0,0.996577687
Marine Hull,Main,Excess,MH_main_2910,,0.5,0,0.996577687
Marine Hull,Main,Excess,MH_main_2907,,1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2934,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3019,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3192,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3202,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3209,,1,0,0.528405202
Marine Hull,Main,Excess,MH_main_3370,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3403,,1,0,0.257357974
Marine Hull,Main,Excess,MH_main_3410,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3367,,0.125,0,0.999315537
Marine Hull,Main,Excess,MH_main_3232,,0.010907064,0,3.997262149
Marine Hull,Main,Primary,MH_main_3127,,0.0193683,0,0.999315537
Marine Hull,Main,Primary,MH_main_3128,,0.0191277,0,0.999315537
Marine Hull,Main,Primary,MH_main_3129,,0.0241803,0,0.999315537
Marine Hull,Main,Excess,MH_main_3099,,0.5,0,0.999315537
Marine Hull,Main,Excess,MH_main_3130,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3115,,0.135,0,0.361396304
Marine Hull,Main,Excess,MH_main_2981,,0.108333,0,0.999315537
Marine Hull,Main,Excess,MH_main_2982,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_2905,,0.15,0,0.996577687
Marine Hull,Main,Excess,MH_main_3046,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3043,,0.125,0,0.336755647
Marine Hull,Main,Excess,MH_main_2984,,0.1625,0,0.999315537
Marine Hull,Main,Excess,MH_main_2968,,0.110204,0,0.251882272
Marine Hull,Main,Excess,MH_main_2985,,0.026809,0,0.082135524
Marine Hull,Main,Excess,MH_main_3002,,0.084482759,0,0.999315537
Marine Hull,Main,Excess,MH_main_2836,,0.073333,0,0.996577687
Marine Hull,Main,Excess,MH_main_3024,,0.096807,0,0.711841205
Marine Hull,Main,Excess,MH_main_3049,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3061,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_2986,,0.1,0,0.577686516
Marine Hull,Main,Excess,MH_main_3021,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3014,,0.030879,0,0.999315537
Marine Hull,Main,Excess,MH_main_3400,,0.019147,0,1.497604381
Marine Hull,Main,Excess,MH_main_3371,,0.086592,0,1.25119781
Marine Hull,Main,Excess,MH_main_3193,,0.098039,0,0.999315537
Marine Hull,Main,Excess,MH_main_3098,,0.12096,0,0.936344969
Marine Hull,Main,Excess,MH_main_3133,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3041,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3094,,0.099448,0,0.999315537
Marine Hull,Main,Excess,MH_main_3134,,0.0125759,0,0.999315537
Marine Hull,Main,Excess,MH_main_3201,,1,0,0.999315537
Marine Hull,Main,Primary,MH_main_2838,,0.4,0,0.996577687
Marine Hull,Main,Excess,MH_main_3411,,0.4,0,3.748117728
Marine Hull,Main,Excess,MH_main_2839,,0.5,0,0.996577687
Marine Hull,Main,Excess,MH_main_3312,,0.037327,0,0.999315537
Marine Hull,Main,Excess,MH_main_2972,,0.10909091,0,0.999315537
Marine Hull,Main,Excess,MH_main_3062,,0.111,0,0.999315537
Marine Hull,Main,Excess,MH_main_3136,,0.031296375,0,0.999315537
Marine Hull,Main,Excess,MH_main_3079,,0.04756,0,0.999315537
Marine Hull,Main,Excess,MH_main_2888,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_2884,,0.0675,0,0.996577687
Marine Hull,Main,Excess,MH_main_2892,,0.065574,0,0.996577687
Marine Hull,Main,Excess,MH_main_2937,,0.3333,0,0.999315537
Marine Hull,Main,Excess,MH_main_3266,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3137,,0.028514475,0,0.999315537
Marine Hull,Main,Excess,MH_main_3057,,0.115,0,0.999315537
Marine Hull,Main,Excess,MH_main_2987,,0.0834,0,0.999315537
Marine Hull,Main,Excess,MH_main_3389,,0.090377275,0,0.999315537
Marine Hull,Main,Excess,MH_main_3050,,0.071918,0,1.503080082
Marine Hull,Main,Excess,MH_main_3095,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_2949,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3003,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3195,,1,0,1.169062286
Marine Hull,Main,Excess,MH_main_3220,,1,0,0.999315537
Marine Hull,Main,Excess,MH_main_2841,,0.1008963,0,0.490075291
Marine Hull,Main,Excess,MH_main_3139,,0.02702,0,0.999315537
Marine Hull,Main,Excess,MH_main_2942,,0.075,0,0.251882272
Marine Hull,Main,Excess,MH_main_3372,,0.075,0,1.49486653
Marine Hull,Main,Primary,MH_main_2928,,0.03,0,1.25119781
Marine Hull,Main,Excess,MH_main_3144,,0.013913,0,0.999315537
Marine Hull,Main,Excess,MH_main_3259,,0.0415,0,0.999315537
Marine Hull,Main,Excess,MH_main_2988,,0.5,0,0.999315537
Marine Hull,Main,Excess,MH_main_2915,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_3017,,0.091836823,0,1.500342231
Marine Hull,Main,Excess,MH_main_3044,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3053,,0.039775,0,0.501026694
Marine Hull,Main,Excess,MH_main_3054,,0.020825,0,0.501026694
Marine Hull,Main,Excess,MH_main_3145,,0.04474,0,0.999315537
Marine Hull,Main,Excess,MH_main_3351,,0.073469403,0,0.999315537
Marine Hull,Main,Excess,MH_main_3269,,0.01825,0,0.999315537
Marine Hull,Main,Excess,MH_main_3346,,0.00970464,0,0.999315537
Marine Hull,Main,Primary,MH_main_2843,,0.082645,0,0.996577687
Marine Hull,Main,Excess,MH_main_2908,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_3030,,0.048461539,0,0.999315537
Marine Hull,Main,Excess,MH_main_3022,,0.046219,0,0.999315537
Marine Hull,Main,Excess,MH_main_3010,,0.14999985,0,0.999315537
Marine Hull,Main,Excess,MH_main_3063,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3147,,0.067264,0,0.637919233
Marine Hull,Main,Excess,MH_main_2967,,0.087,0,0.999315537
Marine Hull,Main,Excess,MH_main_3189,,0.041925,0,0.999315537
Marine Hull,Main,Excess,MH_main_3205,,0.096667,0,1.018480493
Marine Hull,Main,Excess,MH_main_3221,,0.095238,0,0.999315537
Marine Hull,Main,Excess,MH_main_2963,,0.095652174,0,0.999315537
Marine Hull,Main,Excess,MH_main_3148,,0.04444,0,0.999315537
Marine Hull,Main,Excess,MH_main_3352,,0.04875,0,0.999315537
Marine Hull,Main,Excess,MH_main_3347,,0.051064,0,0.999315537
Marine Hull,Main,Excess,MH_main_2882,,0.056757,0,0.996577687
Marine Hull,Main,Excess,MH_main_3406,,0.023615,0,0.999315537
Marine Hull,Main,Excess,MH_main_2847,,0.059412,0,1.49486653
Marine Hull,Main,Excess,MH_main_3407,,0.055814,0,0.999315537
Marine Hull,Main,Excess,MH_main_3048,,0.020052,0,0.999315537
Marine Hull,Main,Excess,MH_main_2974,,0.0570735,0,0.999315537
Marine Hull,Main,Excess,MH_main_3343,,0.041892,0,0.999315537
Marine Hull,Main,Excess,MH_main_3069,,0.038033,0,0.999315537
Marine Hull,Main,Excess,MH_main_3387,,0.042151,0,0.999315537
Marine Hull,Main,Excess,MH_main_2945,,0.15,0,0.999315537
Marine Hull,Main,Excess,MH_main_2964,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_2951,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3011,,0.04722,0,0.999315537
Marine Hull,Main,Excess,MH_main_3149,,0.068311,0,0.999315537
Marine Hull,Main,Excess,MH_main_3032,,0.097323602,0,0.999315537
Marine Hull,Main,Excess,MH_main_3103,,0.01877536,0,0.999315537
Marine Hull,Main,Excess,MH_main_3112,,0.065625,0,0.999315537
Marine Hull,Main,Excess,MH_main_3117,,0.5,0,0.999315537
Marine Hull,Main,Excess,MH_main_2848,,0.04709,0,0.996577687
Marine Hull,Main,Excess,MH_main_3190,,0.04213483,0,0.999315537
Marine Hull,Main,Excess,MH_main_3155,,0.025,0,0.999315537
Marine Hull,Main,Excess,MH_main_3306,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3315,,0.070866,0,0.999315537
Marine Hull,Main,Excess,MH_main_2952,,0.04998125,0,0.999315537
Marine Hull,Main,Excess,MH_main_3275,,0.078568,0,0.999315537
Marine Hull,Main,Primary,MH_main_3276,,0.014205,0,0.999315537
Marine Hull,Main,Excess,MH_main_3293,,0.05,0,0.443531828
Marine Hull,Main,Excess,MH_main_3302,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3334,,0.225,0,0.999315537
Marine Hull,Main,Primary,MH_main_3335,,0.068421,0,0.999315537
Marine Hull,Main,Excess,MH_main_2975,,0.5,0,0.999315537
Marine Hull,Main,Excess,MH_main_2883,,0.1,0,1.081451061
Marine Hull,Main,Excess,MH_main_2965,,0.125,0,0.999315537
Marine Hull,Main,Excess,MH_main_3156,,0.045,0,0.999315537
Marine Hull,Main,Excess,MH_main_3027,,0.08,0,0.999315537
Marine Hull,Main,Excess,MH_main_3214,,0.1425,0,0.999315537
Marine Hull,Main,Excess,MH_main_3336,,0.1425,0,0.999315537
Marine Hull,Main,Excess,MH_main_3356,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3368,,0.125,0,0.164271047
Marine Hull,Main,Excess,MH_main_3401,,0.11184,0,0.999315537
Marine Hull,Main,Excess,MH_main_2880,,0.25,0,0.996577687
Marine Hull,Main,Excess,MH_main_2851,,0.0183,0,0.996577687
Marine Hull,Main,Excess,MH_main_2852,,0.0869565,0,0.996577687
Marine Hull,Main,Excess,MH_main_2854,,0.032500001,0,0.996577687
Marine Hull,Main,Primary,MH_main_2890,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2909,,0.04988,0,0.996577687
Marine Hull,Main,Excess,MH_main_3380,,0.019642,0,1.221081451
Marine Hull,Main,Excess,MH_main_3191,,0.15,0,0.999315537
Marine Hull,Main,Excess,MH_main_2918,,0.015267,0,0.996577687
Marine Hull,Main,Excess,MH_main_2895,,0.060018,0,0.996577687
Marine Hull,Main,Excess,MH_main_2958,,0.0250002,0,0.999315537
Marine Hull,Main,Excess,MH_main_2947,,0.049587,0,0.999315537
Marine Hull,Main,Excess,MH_main_2970,,0.03582,0,0.999315537
Marine Hull,Main,Excess,MH_main_3004,,0.06,0,0.999315537
Marine Hull,Main,Excess,MH_main_3020,,0.049,0,0.999315537
Marine Hull,Main,Excess,MH_main_3085,,0.043562,0,0.999315537
Marine Hull,Main,Excess,MH_main_3277,,0.0575,0,0.999315537
Marine Hull,Main,Excess,MH_main_3059,,0.074998,0,0.999315537
Marine Hull,Main,Excess,MH_main_3086,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_2901,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_3184,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3158,,0.0499975,0,0.999315537
Marine Hull,Main,Excess,MH_main_3159,,0.0500004,0,0.999315537
Marine Hull,Main,Excess,MH_main_3373,,0.0166667,0,0.999315537
Marine Hull,Main,Excess,MH_main_3160,,0.07499625,0,0.999315537
Marine Hull,Main,Excess,MH_main_3215,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3392,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3104,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3197,,0.049995,0,0.999315537
Marine Hull,Main,Excess,MH_main_3229,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3235,,0.121457,0,0.999315537
Marine Hull,Main,Excess,MH_main_3230,,0.035714,0,0.999315537
Marine Hull,Main,Excess,MH_main_3381,,0.0350552,0,1.497604381
Marine Hull,Main,Excess,MH_main_3350,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3307,,0.14999985,0,0.999315537
Marine Hull,Main,Primary,MH_main_2857,,0.096552,0,0.996577687
Marine Hull,Main,Excess,MH_main_2894,,0.096,0,0.996577687
Marine Hull,Main,Excess,MH_main_3331,,0.085366,0,0.999315537
Marine Hull,Main,Excess,MH_main_3325,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3120,,0.035,0,1.500342231
Marine Hull,Main,Excess,MH_main_3382,,0.05627,0,0.999315537
Marine Hull,Main,Excess,MH_main_3383,,0.0715459,0,0.999315537
Marine Hull,Main,Excess,MH_main_3105,,0.075,0,0.914442163
Marine Hull,Main,Excess,MH_main_3394,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3397,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_2858,,0.013624,0,1.497604381
Marine Hull,Main,Excess,MH_main_2859,,0.013746,0,1.245722108
Marine Hull,Main,Excess,MH_main_2860,,0.045,0,0.996577687
Marine Hull,Main,Excess,MH_main_2861,,0.0214,0,0.996577687
Marine Hull,Main,Excess,MH_main_3224,,0.0600003,0,0.501026694
Marine Hull,Main,Excess,MH_main_2863,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_3162,,0.125,0,1.503080082
Marine Hull,Main,Excess,MH_main_2878,,0.125,0,0.996577687
Marine Hull,Main,Excess,MH_main_2993,,0.043728,0,0.999315537
Marine Hull,Main,Excess,MH_main_2924,,0.15002,0,0.996577687
Marine Hull,Main,Excess,MH_main_2933,,0.091111111,0,0.999315537
Marine Hull,Main,Excess,MH_main_2935,,0.089888,0,0.999315537
Marine Hull,Main,Excess,MH_main_2938,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_2961,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_2956,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3260,,0.066051,0,1.497604381
Marine Hull,Main,Excess,MH_main_3067,,0.02356,0,0.999315537
Marine Hull,Main,Excess,MH_main_3402,,0.031264,0,0.413415469
Marine Hull,Main,Excess,MH_main_3034,,0.0625,0,0.999315537
Marine Hull,Main,Excess,MH_main_3087,,0.021346225,0,0.999315537
Marine Hull,Main,Primary,MH_main_3236,,0.1333,0,0.999315537
Marine Hull,Main,Excess,MH_main_3074,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3036,,0.09999,0,0.999315537
Marine Hull,Main,Excess,MH_main_3071,,0.043764,0,0.999315537
Marine Hull,Main,Excess,MH_main_3089,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3163,,0.08571,0,0.999315537
Marine Hull,Main,Excess,MH_main_3072,,0.1,0,0.999315537
Marine Hull,Main,Primary,MH_main_3384,,0.0175,0,1.245722108
Marine Hull,Main,Excess,MH_main_3164,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3395,,0.064285,0,0.999315537
Marine Hull,Main,Excess,MH_main_3097,,0.065217,0,0.999315537
Marine Hull,Main,Excess,MH_main_3166,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3167,,0.0225,0,0.999315537
Marine Hull,Main,Excess,MH_main_3170,,0.01,0,0.999315537
Marine Hull,Main,Excess,MH_main_3227,,0.086487,0,0.76386037
Marine Hull,Main,Excess,MH_main_3237,,0.09999,0,0.999315537
Marine Hull,Main,Excess,MH_main_3208,,0.16,0,0.999315537
Marine Hull,Main,Excess,MH_main_3199,,0.063637,0,0.999315537
Marine Hull,Main,Excess,MH_main_3101,,0.043105,0,0.999315537
Marine Hull,Main,Excess,MH_main_3218,,0.07071,0,0.999315537
Marine Hull,Main,Primary,MH_main_3252,,0.15,0,0.999315537
Marine Hull,Main,Excess,MH_main_3292,,0.12502,0,0.999315537
Marine Hull,Main,Excess,MH_main_3248,,0.041026,0,0.999315537
Marine Hull,Main,Excess,MH_main_3245,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3256,,0.095238,0,0.999315537
Marine Hull,Main,Primary,MH_main_3279,,0.06,0,1.086926762
Marine Hull,Main,Excess,MH_main_2954,,0.095238,0,0.999315537
Marine Hull,Main,Excess,MH_main_3338,,0.1,0,0.999315537
Marine Hull,Main,Excess,MH_main_3299,,0.0650001,0,0.999315537
Marine Hull,Main,Primary,MH_main_3296,,0.05,0,0.999315537
Marine Hull,Main,Primary,MH_main_3171,,0.1111125,0,1.25119781
Marine Hull,Main,Excess,MH_main_2865,,0.04521,0,1.49486653
Marine Hull,Main,Excess,MH_main_3355,,0.020817,0,0.999315537
Marine Hull,Main,Excess,MH_main_3360,,0.099996,0,0.473648186
Marine Hull,Main,Excess,MH_main_3364,,0.075,0,0.999315537
Marine Hull,Main,Excess,MH_main_3280,,0.012838,0,0.999315537
Marine Hull,Main,Excess,MH_main_2866,,0.05,0,0.996577687
Marine Hull,Main,Excess,MH_main_3398,,0.116279069,0,0.999315537
Marine Hull,Main,Primary,MH_main_2867,,0.134615,0,0.996577687
Marine Hull,Main,Excess,MH_main_2936,,0.05,0,0.999315537
Marine Hull,Main,Excess,MH_main_3396,,0.0999999,0,0.999315537
Marine Hull,Main,Excess,MH_main_2976,,0.055,0,0.999315537
Marine Hull,Main,Excess,MH_main_2874,,0.0375,0,0.996577687
Marine Hull,Main,Excess,MH_main_2904,,0.1,0,0.996577687
Marine Hull,Main,Excess,MH_main_2881,,0.075,0,0.996577687
Marine Hull,Main,Excess,MH_main_2879,,0.0746,0,0.158795346
Marine Hull,Main,Excess,MH_main_2889,,0.048193,0,0.435318275
Marine Hull,Main,Excess,MH_main_2886,,0.062069,0,0.996577687
Marine Hull,Main,Primary,MH_main_2898,,0.198334,0,0.996577687
Marine Hull,Main,Primary,MH_main_2899,,0.06364,0,0.988364134
Marine Hull,Main,Excess,MH_main_2911,,0.08,0,0.996577687
Marine Hull,Main,Excess,MH_main_2930,,0.046961,0,0.97467488
Marine Hull,Main,Excess,MH_main_2939,,0.034615,0,1.503080082
